aluno_id,escola_id,tempo_segundos
aluno_009,Escola_Zona_Leste,2917
aluno_009,Escola_Morgado_Rosa,2211
aluno_009,Escola_Menno_Fiege,2069
aluno_009,Escola_Industrial,882
aluno_010,Escola_Central_A,917
aluno_010,Escola_Central_B,1432
aluno_009,Escola_Getulio_Vargas,1320
aluno_009,Escola_Castro_Alves,3283
aluno_010,Escola_Passo_Pedras,997
aluno_010,Escola_Zona_Norte,2178
aluno_010,Escola_Menno_Fiege,2659
aluno_010,Escola_Zona_Leste,3502
aluno_010,Escola_Morgado_Rosa,2592
aluno_010,Escola_Getulio_Vargas,1700
aluno_010,Escola_Industrial,1221
aluno_010,Escola_Castro_Alves,2994
aluno_008,Escola_Zona_Norte,2022
aluno_011,Escola_Central_B,2601
aluno_011,Escola_Central_A,2082
aluno_011,Escola_Zona_Norte,3360
aluno_008,Escola_Zona_Leste,3917
aluno_011,Escola_Morgado_Rosa,3057
aluno_011,Escola_Menno_Fiege,3828
aluno_011,Escola_Zona_Leste,4670
aluno_009,Escola_Central_B,846
aluno_008,Escola_Getulio_Vargas,3317
aluno_008,Escola_Castro_Alves,1303
aluno_011,Escola_Industrial,1936
aluno_011,Escola_Castro_Alves,4178
aluno_012,Escola_Zona_Norte,541
aluno_012,Escola_Central_A,1161
aluno_011,Escola_Passo_Pedras,1263
aluno_012,Escola_Menno_Fiege,1048
aluno_012,Escola_Morgado_Rosa,3575
aluno_012,Escola_Passo_Pedras,2656
aluno_012,Escola_Central_B,1062
aluno_012,Escola_Industrial,2259
aluno_011,Escola_Getulio_Vargas,2645
aluno_012,Escola_Castro_Alves,1961
aluno_013,Escola_Zona_Norte,1949
aluno_012,Escola_Getulio_Vargas,2455
aluno_012,Escola_Zona_Leste,2103
aluno_013,Escola_Central_A,2418
aluno_013,Escola_Central_B,1885
aluno_013,Escola_Menno_Fiege,834
aluno_013,Escola_Zona_Leste,740
aluno_013,Escola_Castro_Alves,3373
aluno_013,Escola_Getulio_Vargas,1985
aluno_013,Escola_Morgado_Rosa,3473
aluno_014,Escola_Central_A,906
aluno_013,Escola_Industrial,2960
aluno_013,Escola_Passo_Pedras,3812
aluno_014,Escola_Zona_Leste,2830
aluno_014,Escola_Morgado_Rosa,1871
aluno_014,Escola_Getulio_Vargas,979
aluno_014,Escola_Castro_Alves,3616
aluno_015,Escola_Central_B,1322
aluno_014,Escola_Industrial,544
aluno_015,Escola_Zona_Norte,2501
aluno_015,Escola_Passo_Pedras,2953
aluno_014,Escola_Central_B,764
aluno_015,Escola_Menno_Fiege,1204
aluno_014,Escola_Menno_Fiege,1982
aluno_014,Escola_Zona_Norte,2203
aluno_014,Escola_Passo_Pedras,1718
aluno_015,Escola_Morgado_Rosa,2285
aluno_015,Escola_Central_A,1600
aluno_015,Escola_Zona_Leste,1867
aluno_015,Escola_Industrial,1893
aluno_016,Escola_Passo_Pedras,3445
aluno_015,Escola_Getulio_Vargas,899
aluno_016,Escola_Central_A,2733
aluno_015,Escola_Castro_Alves,3973
aluno_016,Escola_Industrial,1500
aluno_016,Escola_Zona_Leste,3741
aluno_016,Escola_Morgado_Rosa,309
aluno_016,Escola_Central_B,2479
aluno_016,Escola_Menno_Fiege,3078
aluno_016,Escola_Castro_Alves,5443
aluno_017,Escola_Central_B,1738
aluno_016,Escola_Zona_Norte,4030
aluno_016,Escola_Getulio_Vargas,1484
aluno_017,Escola_Central_A,1456
aluno_017,Escola_Menno_Fiege,1886
aluno_017,Escola_Industrial,2905
aluno_017,Escola_Zona_Leste,2940
aluno_017,Escola_Castro_Alves,2355
aluno_017,Escola_Passo_Pedras,2087
aluno_018,Escola_Central_B,2009
aluno_018,Escola_Zona_Norte,2776
aluno_018,Escola_Central_A,1491
aluno_018,Escola_Morgado_Rosa,2031
aluno_018,Escola_Passo_Pedras,1864
aluno_017,Escola_Getulio_Vargas,3157
aluno_017,Escola_Zona_Norte,942
aluno_017,Escola_Morgado_Rosa,4223
aluno_018,Escola_Industrial,1038
aluno_018,Escola_Menno_Fiege,3232
aluno_018,Escola_Castro_Alves,4094
aluno_018,Escola_Getulio_Vargas,2053
aluno_019,Escola_Central_B,2663
aluno_019,Escola_Zona_Norte,3416
aluno_018,Escola_Zona_Leste,4080
aluno_019,Escola_Morgado_Rosa,3572
aluno_019,Escola_Castro_Alves,3533
aluno_019,Escola_Industrial,2457
aluno_019,Escola_Central_A,2148
aluno_019,Escola_Getulio_Vargas,3167
aluno_019,Escola_Menno_Fiege,3890
aluno_020,Escola_Central_A,1951
aluno_019,Escola_Passo_Pedras,618
aluno_020,Escola_Passo_Pedras,2772
aluno_020,Escola_Zona_Norte,3248
aluno_020,Escola_Morgado_Rosa,1118
aluno_020,Escola_Central_B,1696
aluno_020,Escola_Industrial,643
aluno_019,Escola_Zona_Leste,4732
aluno_020,Escola_Castro_Alves,4661
aluno_020,Escola_Menno_Fiege,2477
aluno_020,Escola_Getulio_Vargas,853
aluno_020,Escola_Zona_Leste,3140
aluno_021,Escola_Central_A,2003
aluno_021,Escola_Central_B,2276
aluno_021,Escola_Zona_Leste,3243
aluno_021,Escola_Menno_Fiege,2189
aluno_021,Escola_Passo_Pedras,3500
aluno_021,Escola_Castro_Alves,1011
aluno_022,Escola_Zona_Norte,1021
aluno_021,Escola_Getulio_Vargas,3682
aluno_021,Escola_Zona_Norte,771
aluno_022,Escola_Central_A,2252
aluno_022,Escola_Central_B,2526
aluno_021,Escola_Industrial,3447
aluno_021,Escola_Morgado_Rosa,4765
aluno_022,Escola_Menno_Fiege,2441
aluno_022,Escola_Castro_Alves,521
aluno_023,Escola_Central_A,2814
aluno_022,Escola_Getulio_Vargas,3932
aluno_023,Escola_Zona_Norte,4111
aluno_023,Escola_Morgado_Rosa,80
aluno_022,Escola_Zona_Leste,3495
aluno_023,Escola_Central_B,2559
aluno_023,Escola_Passo_Pedras,3385
aluno_022,Escola_Passo_Pedras,3434
aluno_022,Escola_Morgado_Rosa,5015
aluno_022,Escola_Industrial,3697
aluno_023,Escola_Menno_Fiege,3171
aluno_023,Escola_Zona_Leste,3834
aluno_023,Escola_Getulio_Vargas,1577
aluno_024,Escola_Central_B,2609
aluno_023,Escola_Castro_Alves,5524
aluno_023,Escola_Industrial,1440
aluno_024,Escola_Menno_Fiege,3836
aluno_024,Escola_Central_A,2090
aluno_024,Escola_Zona_Leste,4679
aluno_024,Escola_Morgado_Rosa,3222
aluno_024,Escola_Castro_Alves,3524
aluno_024,Escola_Getulio_Vargas,2654
aluno_024,Escola_Zona_Norte,3368
aluno_024,Escola_Industrial,1944
aluno_025,Escola_Central_A,2369
aluno_025,Escola_Menno_Fiege,2538
aluno_024,Escola_Passo_Pedras,609
aluno_025,Escola_Passo_Pedras,3190
aluno_025,Escola_Zona_Leste,3201
aluno_025,Escola_Getulio_Vargas,944
aluno_025,Escola_Castro_Alves,5079
aluno_025,Escola_Industrial,1360
aluno_026,Escola_Morgado_Rosa,2587
aluno_025,Escola_Zona_Norte,3666
aluno_026,Escola_Central_A,849
aluno_025,Escola_Morgado_Rosa,935
aluno_025,Escola_Central_B,2114
aluno_026,Escola_Central_B,1364
aluno_026,Escola_Zona_Norte,2109
aluno_027,Escola_Central_B,1366
aluno_027,Escola_Zona_Norte,419
aluno_026,Escola_Menno_Fiege,2591
aluno_026,Escola_Industrial,1217
aluno_026,Escola_Passo_Pedras,1020
aluno_027,Escola_Central_A,1093
aluno_026,Escola_Getulio_Vargas,1696
aluno_026,Escola_Castro_Alves,3016
aluno_026,Escola_Zona_Leste,3433
aluno_027,Escola_Morgado_Rosa,3852
aluno_027,Escola_Zona_Leste,2417
aluno_028,Escola_Central_A,854
aluno_027,Escola_Castro_Alves,1832
aluno_027,Escola_Passo_Pedras,2380
aluno_027,Escola_Industrial,2534
aluno_027,Escola_Menno_Fiege,1363
aluno_027,Escola_Getulio_Vargas,2781
aluno_028,Escola_Menno_Fiege,1464
aluno_028,Escola_Getulio_Vargas,1302
aluno_028,Escola_Passo_Pedras,1941
aluno_028,Escola_Morgado_Rosa,2320
aluno_028,Escola_Central_B,591
aluno_028,Escola_Castro_Alves,3564
aluno_028,Escola_Zona_Leste,2313
aluno_028,Escola_Industrial,1005
aluno_029,Escola_Zona_Norte,2005
aluno_029,Escola_Morgado_Rosa,3317
aluno_029,Escola_Central_B,1279
aluno_029,Escola_Menno_Fiege,2501
aluno_029,Escola_Central_A,737
aluno_028,Escola_Zona_Norte,2139
aluno_029,Escola_Passo_Pedras,839
aluno_029,Escola_Getulio_Vargas,2343
aluno_030,Escola_Central_B,2828
aluno_029,Escola_Castro_Alves,2417
aluno_030,Escola_Menno_Fiege,4054
aluno_029,Escola_Zona_Leste,3354
aluno_030,Escola_Castro_Alves,3342
aluno_030,Escola_Getulio_Vargas,3436
aluno_030,Escola_Morgado_Rosa,3841
aluno_030,Escola_Zona_Leste,4897
aluno_030,Escola_Zona_Norte,3581
aluno_029,Escola_Industrial,1943
aluno_030,Escola_Passo_Pedras,783
aluno_030,Escola_Industrial,2726
aluno_030,Escola_Central_A,2313
aluno_031,Escola_Zona_Norte,2615
aluno_031,Escola_Morgado_Rosa,1654
aluno_031,Escola_Passo_Pedras,2140
aluno_031,Escola_Industrial,820
aluno_031,Escola_Menno_Fiege,1799
aluno_031,Escola_Castro_Alves,4028
aluno_031,Escola_Zona_Leste,2462
aluno_031,Escola_Getulio_Vargas,558
aluno_031,Escola_Central_A,1318
aluno_031,Escola_Central_B,1064
aluno_032,Escola_Central_B,2282
aluno_032,Escola_Central_A,2814
aluno_032,Escola_Menno_Fiege,1432
aluno_032,Escola_Castro_Alves,4019
aluno_032,Escola_Passo_Pedras,4186
aluno_032,Escola_Zona_Leste,524
aluno_032,Escola_Zona_Norte,2548
aluno_032,Escola_Getulio_Vargas,2359
aluno_032,Escola_Morgado_Rosa,3847
aluno_032,Escola_Industrial,3334
aluno_033,Escola_Menno_Fiege,228
aluno_033,Escola_Central_B,1490
aluno_033,Escola_Zona_Leste,1290
aluno_033,Escola_Castro_Alves,2817
aluno_033,Escola_Central_A,2014
aluno_034,Escola_Central_B,1789
aluno_033,Escola_Industrial,2642
aluno_033,Escola_Morgado_Rosa,3341
aluno_034,Escola_Zona_Norte,2055
aluno_034,Escola_Central_A,1446
aluno_033,Escola_Zona_Norte,1349
aluno_034,Escola_Passo_Pedras,1173
aluno_033,Escola_Getulio_Vargas,1852
aluno_034,Escola_Castro_Alves,1781
aluno_034,Escola_Menno_Fiege,2658
aluno_034,Escola_Morgado_Rosa,4091
aluno_033,Escola_Passo_Pedras,3497
aluno_034,Escola_Zona_Leste,3718
aluno_034,Escola_Getulio_Vargas,3123
aluno_035,Escola_Menno_Fiege,3872
aluno_035,Escola_Passo_Pedras,2503
aluno_035,Escola_Zona_Norte,3416
aluno_035,Escola_Central_B,2649
aluno_035,Escola_Morgado_Rosa,2671
aluno_035,Escola_Getulio_Vargas,2692
aluno_035,Escola_Castro_Alves,4734
aluno_036,Escola_Central_B,1144
aluno_036,Escola_Zona_Norte,1513
aluno_036,Escola_Central_A,869
aluno_036,Escola_Passo_Pedras,1391
aluno_036,Escola_Morgado_Rosa,3636
aluno_034,Escola_Industrial,2717
aluno_036,Escola_Industrial,2304
aluno_035,Escola_Central_A,2131
aluno_036,Escola_Castro_Alves,2196
aluno_036,Escola_Getulio_Vargas,2599
aluno_037,Escola_Central_A,2894
aluno_035,Escola_Industrial,1678
aluno_037,Escola_Central_B,2639
aluno_037,Escola_Menno_Fiege,3239
aluno_037,Escola_Morgado_Rosa,127
aluno_036,Escola_Zona_Leste,3025
aluno_037,Escola_Getulio_Vargas,1644
aluno_037,Escola_Passo_Pedras,3591
aluno_035,Escola_Zona_Leste,4720
aluno_036,Escola_Menno_Fiege,2062
aluno_037,Escola_Zona_Norte,4191
aluno_038,Escola_Central_A,1705
aluno_037,Escola_Zona_Leste,3902
aluno_038,Escola_Central_B,1979
aluno_037,Escola_Industrial,1645
aluno_037,Escola_Castro_Alves,5603
aluno_038,Escola_Menno_Fiege,1892
aluno_038,Escola_Morgado_Rosa,4468
aluno_039,Escola_Central_B,1781
aluno_038,Escola_Passo_Pedras,3203
aluno_038,Escola_Zona_Leste,2946
aluno_038,Escola_Castro_Alves,1083
aluno_038,Escola_Zona_Norte,474
aluno_039,Escola_Industrial,1116
aluno_038,Escola_Industrial,3150
aluno_038,Escola_Getulio_Vargas,3384
aluno_039,Escola_Menno_Fiege,3008
aluno_039,Escola_Central_A,1262
aluno_039,Escola_Getulio_Vargas,1826
aluno_039,Escola_Zona_Leste,3851
aluno_040,Escola_Central_B,1128
aluno_039,Escola_Zona_Norte,2540
aluno_039,Escola_Castro_Alves,3609
aluno_039,Escola_Passo_Pedras,1237
aluno_040,Escola_Menno_Fiege,279
aluno_040,Escola_Central_A,1661
aluno_039,Escola_Morgado_Rosa,2473
aluno_040,Escola_Passo_Pedras,3146
aluno_040,Escola_Industrial,2290
aluno_040,Escola_Zona_Norte,1177
aluno_040,Escola_Morgado_Rosa,3384
aluno_041,Escola_Central_A,1645
aluno_041,Escola_Menno_Fiege,1208
aluno_040,Escola_Zona_Leste,1553
aluno_040,Escola_Getulio_Vargas,1896
aluno_041,Escola_Zona_Norte,2506
aluno_041,Escola_Morgado_Rosa,2511
aluno_040,Escola_Castro_Alves,2648
aluno_041,Escola_Industrial,2117
aluno_041,Escola_Zona_Leste,1871
aluno_041,Escola_Central_B,1367
aluno_041,Escola_Passo_Pedras,2998
aluno_041,Escola_Getulio_Vargas,1123
aluno_041,Escola_Castro_Alves,3977
aluno_042,Escola_Menno_Fiege,1131
aluno_042,Escola_Central_A,2714
aluno_042,Escola_Passo_Pedras,4143
aluno_042,Escola_Central_B,2181
aluno_042,Escola_Zona_Leste,1020
aluno_042,Escola_Getulio_Vargas,2316
aluno_042,Escola_Industrial,3291
aluno_043,Escola_Central_A,2711
aluno_042,Escola_Zona_Norte,2210
aluno_042,Escola_Castro_Alves,3308
aluno_042,Escola_Morgado_Rosa,3804
aluno_043,Escola_Menno_Fiege,1329
aluno_043,Escola_Passo_Pedras,4083
aluno_043,Escola_Zona_Norte,2444
aluno_043,Escola_Castro_Alves,3916
aluno_043,Escola_Morgado_Rosa,3744
aluno_043,Escola_Central_B,2178
aluno_043,Escola_Zona_Leste,463
aluno_044,Escola_Menno_Fiege,378
aluno_044,Escola_Central_A,1521
aluno_044,Escola_Zona_Norte,1697
aluno_043,Escola_Getulio_Vargas,2256
aluno_044,Escola_Central_B,997
aluno_044,Escola_Passo_Pedras,3005
aluno_043,Escola_Industrial,3231
aluno_044,Escola_Morgado_Rosa,2736
aluno_044,Escola_Castro_Alves,3168
aluno_044,Escola_Getulio_Vargas,1247
aluno_044,Escola_Industrial,2150
aluno_044,Escola_Zona_Leste,1442
aluno_045,Escola_Morgado_Rosa,2062
aluno_045,Escola_Industrial,1069
aluno_045,Escola_Central_B,1973
aluno_045,Escola_Passo_Pedras,1473
aluno_045,Escola_Menno_Fiege,3200
aluno_045,Escola_Zona_Norte,2732
aluno_045,Escola_Castro_Alves,3844
aluno_045,Escola_Zona_Leste,4042
aluno_045,Escola_Central_A,1454
aluno_045,Escola_Getulio_Vargas,2017
aluno_046,Escola_Zona_Norte,1337
aluno_046,Escola_Morgado_Rosa,3095
aluno_046,Escola_Castro_Alves,2809
aluno_046,Escola_Central_A,1487
aluno_046,Escola_Menno_Fiege,329
aluno_046,Escola_Passo_Pedras,2972
aluno_046,Escola_Zona_Leste,1681
aluno_046,Escola_Getulio_Vargas,1607
aluno_046,Escola_Industrial,2117
aluno_046,Escola_Central_B,955
aluno_047,Escola_Central_A,2490
aluno_047,Escola_Menno_Fiege,2835
aluno_047,Escola_Passo_Pedras,3202
aluno_047,Escola_Morgado_Rosa,278
aluno_047,Escola_Industrial,1257
aluno_047,Escola_Zona_Norte,3787
aluno_047,Escola_Central_B,2236
aluno_047,Escola_Zona_Leste,3498
aluno_047,Escola_Getulio_Vargas,1241
aluno_048,Escola_Zona_Norte,3907
aluno_048,Escola_Passo_Pedras,1109
aluno_048,Escola_Industrial,2656
aluno_048,Escola_Castro_Alves,4024
aluno_048,Escola_Central_B,3154
aluno_047,Escola_Castro_Alves,5200
aluno_048,Escola_Morgado_Rosa,3777
aluno_048,Escola_Central_A,2639
aluno_049,Escola_Central_A,1113
aluno_048,Escola_Menno_Fiege,4381
aluno_048,Escola_Getulio_Vargas,3365
aluno_049,Escola_Passo_Pedras,1256
aluno_049,Escola_Morgado_Rosa,2578
aluno_049,Escola_Menno_Fiege,2855
aluno_049,Escola_Industrial,1170
aluno_048,Escola_Zona_Leste,5223
aluno_049,Escola_Castro_Alves,3253
aluno_049,Escola_Central_B,1629
aluno_049,Escola_Zona_Norte,2374
aluno_050,Escola_Central_A,2476
aluno_049,Escola_Getulio_Vargas,1879
aluno_050,Escola_Central_B,1953
aluno_050,Escola_Menno_Fiege,691
aluno_050,Escola_Zona_Norte,1523
aluno_049,Escola_Zona_Leste,3698
aluno_050,Escola_Getulio_Vargas,2315
aluno_051,Escola_Central_B,1471
aluno_051,Escola_Central_A,956
aluno_050,Escola_Castro_Alves,2621
aluno_051,Escola_Zona_Norte,2224
aluno_050,Escola_Industrial,3105
aluno_051,Escola_Passo_Pedras,578
aluno_050,Escola_Morgado_Rosa,3803
aluno_051,Escola_Menno_Fiege,2698
aluno_050,Escola_Passo_Pedras,3960
aluno_051,Escola_Industrial,1866
aluno_050,Escola_Zona_Leste,1754
aluno_051,Escola_Zona_Leste,3540
aluno_051,Escola_Getulio_Vargas,2348
aluno_051,Escola_Morgado_Rosa,3240
aluno_051,Escola_Castro_Alves,2555
aluno_052,Escola_Central_A,3042
aluno_052,Escola_Zona_Norte,1832
aluno_052,Escola_Industrial,4314
aluno_052,Escola_Morgado_Rosa,5687
aluno_052,Escola_Getulio_Vargas,4719
aluno_052,Escola_Central_B,3338
aluno_052,Escola_Menno_Fiege,3252
aluno_053,Escola_Central_B,876
aluno_052,Escola_Zona_Leste,4307
aluno_053,Escola_Central_A,1400
aluno_052,Escola_Castro_Alves,356
aluno_052,Escola_Passo_Pedras,3014
aluno_053,Escola_Zona_Norte,1345
aluno_053,Escola_Castro_Alves,2816
aluno_053,Escola_Zona_Leste,1774
aluno_053,Escola_Menno_Fiege,474
aluno_054,Escola_Central_B,2764
aluno_053,Escola_Morgado_Rosa,3066
aluno_053,Escola_Getulio_Vargas,1578
aluno_054,Escola_Zona_Norte,1259
aluno_053,Escola_Passo_Pedras,2884
aluno_054,Escola_Passo_Pedras,3141
aluno_054,Escola_Morgado_Rosa,5253
aluno_054,Escola_Central_A,2491
aluno_054,Escola_Menno_Fiege,2679
aluno_053,Escola_Industrial,2028
aluno_054,Escola_Castro_Alves,223
aluno_054,Escola_Zona_Leste,3733
aluno_055,Escola_Central_A,1971
aluno_055,Escola_Central_B,2314
aluno_054,Escola_Industrial,3935
aluno_054,Escola_Getulio_Vargas,4170
aluno_055,Escola_Morgado_Rosa,4617
aluno_055,Escola_Passo_Pedras,1944
aluno_055,Escola_Industrial,3243
aluno_055,Escola_Getulio_Vargas,3649
aluno_055,Escola_Zona_Norte,2354
aluno_056,Escola_Central_B,993
aluno_055,Escola_Castro_Alves,972
aluno_056,Escola_Central_A,1248
aluno_056,Escola_Menno_Fiege,2211
aluno_055,Escola_Menno_Fiege,2956
aluno_055,Escola_Zona_Leste,4248
aluno_056,Escola_Passo_Pedras,2069
aluno_056,Escola_Morgado_Rosa,1632
aluno_056,Escola_Zona_Norte,2545
aluno_056,Escola_Industrial,386
aluno_056,Escola_Getulio_Vargas,879
aluno_057,Escola_Menno_Fiege,1055
aluno_056,Escola_Zona_Leste,2896
aluno_057,Escola_Central_A,2639
aluno_056,Escola_Castro_Alves,3957
aluno_057,Escola_Zona_Norte,2134
aluno_057,Escola_Industrial,3206
aluno_057,Escola_Castro_Alves,3232
aluno_057,Escola_Getulio_Vargas,2231
aluno_058,Escola_Central_A,1248
aluno_057,Escola_Passo_Pedras,4058
aluno_057,Escola_Zona_Leste,937
aluno_058,Escola_Menno_Fiege,2994
aluno_058,Escola_Morgado_Rosa,2215
aluno_057,Escola_Central_B,2106
aluno_058,Escola_Central_B,1767
aluno_057,Escola_Morgado_Rosa,3719
aluno_058,Escola_Passo_Pedras,1642
aluno_058,Escola_Zona_Leste,3837
aluno_058,Escola_Zona_Norte,2526
aluno_059,Escola_Central_A,921
aluno_059,Escola_Central_B,1302
aluno_058,Escola_Getulio_Vargas,1812
aluno_059,Escola_Zona_Norte,2218
aluno_059,Escola_Morgado_Rosa,2044
aluno_058,Escola_Industrial,1079
aluno_059,Escola_Menno_Fiege,2529
aluno_058,Escola_Castro_Alves,3639
aluno_059,Escola_Passo_Pedras,1692
aluno_059,Escola_Industrial,639
aluno_060,Escola_Zona_Norte,445
aluno_060,Escola_Central_B,1976
aluno_059,Escola_Getulio_Vargas,1348
aluno_059,Escola_Zona_Leste,3384
aluno_060,Escola_Menno_Fiege,1801
aluno_060,Escola_Central_A,1731
aluno_060,Escola_Passo_Pedras,3229
aluno_060,Escola_Castro_Alves,1101
aluno_060,Escola_Zona_Leste,2856
aluno_060,Escola_Getulio_Vargas,3294
aluno_061,Escola_Passo_Pedras,2310
aluno_061,Escola_Morgado_Rosa,1470
aluno_061,Escola_Central_A,1489
aluno_061,Escola_Central_B,1234
aluno_060,Escola_Morgado_Rosa,4489
aluno_060,Escola_Industrial,3176
aluno_059,Escola_Castro_Alves,3630
aluno_061,Escola_Menno_Fiege,1977
aluno_061,Escola_Zona_Norte,2786
aluno_061,Escola_Castro_Alves,4199
aluno_061,Escola_Industrial,785
aluno_061,Escola_Zona_Leste,2640
aluno_061,Escola_Getulio_Vargas,485
aluno_062,Escola_Central_B,1603
aluno_062,Escola_Central_A,1881
aluno_062,Escola_Passo_Pedras,3234
aluno_062,Escola_Zona_Norte,2742
aluno_062,Escola_Zona_Leste,2107
aluno_062,Escola_Morgado_Rosa,2575
aluno_062,Escola_Industrial,2205
aluno_062,Escola_Menno_Fiege,1444
aluno_063,Escola_Central_B,1466
aluno_062,Escola_Getulio_Vargas,1197
aluno_063,Escola_Central_A,1210
aluno_063,Escola_Passo_Pedras,1974
aluno_063,Escola_Zona_Norte,2507
aluno_062,Escola_Castro_Alves,4213
aluno_063,Escola_Castro_Alves,3920
aluno_063,Escola_Getulio_Vargas,1510
aluno_063,Escola_Zona_Leste,3537
aluno_063,Escola_Menno_Fiege,2689
aluno_064,Escola_Central_A,2770
aluno_064,Escola_Zona_Norte,2510
aluno_063,Escola_Industrial,485
aluno_064,Escola_Zona_Leste,61
aluno_064,Escola_Morgado_Rosa,3802
aluno_063,Escola_Morgado_Rosa,1751
aluno_064,Escola_Industrial,3289
aluno_064,Escola_Central_B,2237
aluno_064,Escola_Passo_Pedras,4141
aluno_064,Escola_Menno_Fiege,1391
aluno_064,Escola_Castro_Alves,3982
aluno_064,Escola_Getulio_Vargas,2314
aluno_065,Escola_Central_A,2070
aluno_065,Escola_Passo_Pedras,2891
aluno_065,Escola_Menno_Fiege,1955
aluno_065,Escola_Zona_Norte,3253
aluno_065,Escola_Central_B,1803
aluno_065,Escola_Castro_Alves,4724
aluno_065,Escola_Morgado_Rosa,1354
aluno_065,Escola_Getulio_Vargas,360
aluno_066,Escola_Morgado_Rosa,531
aluno_066,Escola_Menno_Fiege,2782
aluno_065,Escola_Zona_Leste,2618
aluno_066,Escola_Passo_Pedras,2967
aluno_066,Escola_Zona_Norte,3693
aluno_066,Escola_Central_A,2396
aluno_065,Escola_Industrial,1146
aluno_066,Escola_Central_B,2141
aluno_067,Escola_Central_A,1611
aluno_067,Escola_Morgado_Rosa,4257
aluno_067,Escola_Passo_Pedras,1236
aluno_066,Escola_Getulio_Vargas,1188
aluno_066,Escola_Castro_Alves,5105
aluno_067,Escola_Zona_Leste,3888
aluno_067,Escola_Castro_Alves,1679
aluno_067,Escola_Zona_Norte,2083
aluno_066,Escola_Industrial,1021
aluno_066,Escola_Zona_Leste,3445
aluno_067,Escola_Industrial,2883
aluno_068,Escola_Central_A,1495
aluno_067,Escola_Getulio_Vargas,3289
aluno_067,Escola_Central_B,1955
aluno_068,Escola_Passo_Pedras,2008
aluno_068,Escola_Central_B,1711
aluno_067,Escola_Menno_Fiege,2685
aluno_068,Escola_Zona_Leste,3777
aluno_068,Escola_Morgado_Rosa,1633
aluno_068,Escola_Menno_Fiege,2929
aluno_068,Escola_Industrial,518
aluno_069,Escola_Central_A,655
